id,sku,name,category_id,brand,price,tax_percent,status,visibility,product_type,created_at
353,G2IL-00023,Versace Women's 51 Modal Timeless Bag,3,Versace,0.0,10,Enabled,"Catalog, Search",configurable,2024-01-01 00:00:00
354,G2IL-00023-001,Versace Women's 51 Modal Timeless Bag,10,Versace,249.95,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
355,G2IL-00023-002,Versace Women's 51 Modal Everyday Bag,2,Versace,44.32,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
356,G2IL-00023-003,Versace Women's 51 Modal Gala Bag,9,Versace,293.32,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
357,G2IL-00023-004,Versace Women's 51 Modal Summer Bag,5,Versace,70.56,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
358,G2IL-00023-005,Versace Women's 51 Modal Cultural Bag,1,Versace,435.64,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
359,G2IL-00023-006,Versace Women's 49 Modal Timeless Bag,5,Versace,56.62,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
360,G2IL-00023-007,Versace Women's 49 Modal Everyday Bag,5,Versace,131.65,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
361,G2IL-00023-008,Versace Women's 49 Modal Gala Bag,1,Versace,41.33,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
362,G2IL-00023-009,Versace Women's 49 Modal Summer Bag,1,Versace,55.06,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
363,G2IL-00023-010,Versace Women's 49 Modal Cultural Bag,5,Versace,162.48,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
364,G2IL-00023-011,Versace Women's 52 Modal Timeless Bag,8,Versace,164.66,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
365,G2IL-00023-012,Versace Women's 52 Modal Everyday Bag,10,Versace,281.44,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
366,G2IL-00023-013,Versace Women's 52 Modal Gala Bag,5,Versace,352.84,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
367,G2IL-00023-014,Versace Women's 52 Modal Summer Bag,10,Versace,465.16,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
368,G2IL-00023-015,Versace Women's 52 Modal Cultural Bag,1,Versace,50.8,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
369,G2IL-00024,The North Face  60 Softshell Sustainable Bag,3,The North Face,0.0,10,Enabled,"Catalog, Search",configurable,2024-01-01 00:00:00
370,G2IL-00024-001,The North Face  60 Softshell Sustainable Bag,2,The North Face,392.48,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
371,G2IL-00024-002,The North Face  60 Softshell Heritage Bag,9,The North Face,411.59,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
372,G2IL-00024-003,The North Face  60 Softshell Outerwear Bag,10,The North Face,95.15,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
373,G2IL-00024-004,The North Face  60 Softshell Everyday Bag,5,The North Face,357.63,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
374,G2IL-00024-005,The North Face  60 Softshell Swimwear Bag,1,The North Face,153.36,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
375,G2IL-00024-006,The North Face  42 Softshell Sustainable Bag,5,The North Face,234.24,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
376,G2IL-00024-007,The North Face  42 Softshell Heritage Bag,5,The North Face,326.37,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
377,G2IL-00024-008,The North Face  42 Softshell Outerwear Bag,1,The North Face,288.91,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
378,G2IL-00024-009,The North Face  42 Softshell Everyday Bag,4,The North Face,82.12,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
379,G2IL-00024-010,The North Face  42 Softshell Swimwear Bag,6,The North Face,44.82,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
380,G2IL-00024-011,The North Face  43 Softshell Sustainable Bag,4,The North Face,290.96,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
381,G2IL-00024-012,The North Face  43 Softshell Heritage Bag,2,The North Face,179.18,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
382,G2IL-00024-013,The North Face  43 Softshell Outerwear Bag,6,The North Face,248.41,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
383,G2IL-00024-014,The North Face  43 Softshell Everyday Bag,10,The North Face,458.67,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
384,G2IL-00024-015,The North Face  43 Softshell Swimwear Bag,6,The North Face,71.47,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
385,G2IL-00025,Givenchy Women's 49 Bamboo Fiber Contemporary Bag,4,Givenchy,0.0,10,Enabled,"Catalog, Search",configurable,2024-01-01 00:00:00
386,G2IL-00025-001,Givenchy Women's 49 Bamboo Fiber Contemporary Bag,3,Givenchy,312.77,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
387,G2IL-00025-002,Givenchy Women's 49 Bamboo Fiber Beach Bag,9,Givenchy,134.92,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
388,G2IL-00025-003,Givenchy Women's 49 Bamboo Fiber Classic Bag,3,Givenchy,325.62,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
389,G2IL-00025-004,Givenchy Women's 49 Bamboo Fiber Sari-style Bag,8,Givenchy,153.28,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
390,G2IL-00025-005,Givenchy Women's 49 Bamboo Fiber Casual Bag,4,Givenchy,427.41,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
391,G2IL-00025-006,Givenchy Women's 60 Bamboo Fiber Contemporary Bag,3,Givenchy,207.83,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
392,G2IL-00025-007,Givenchy Women's 60 Bamboo Fiber Beach Bag,7,Givenchy,368.73,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
393,G2IL-00025-008,Givenchy Women's 60 Bamboo Fiber Classic Bag,1,Givenchy,234.98,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
394,G2IL-00025-009,Givenchy Women's 60 Bamboo Fiber Sari-style Bag,5,Givenchy,90.55,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
395,G2IL-00025-010,Givenchy Women's 60 Bamboo Fiber Casual Bag,2,Givenchy,31.21,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
396,G2IL-00025-011,Givenchy Women's 48 Bamboo Fiber Contemporary Bag,2,Givenchy,384.52,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
397,G2IL-00025-012,Givenchy Women's 48 Bamboo Fiber Beach Bag,6,Givenchy,36.62,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
398,G2IL-00025-013,Givenchy Women's 48 Bamboo Fiber Classic Bag,2,Givenchy,419.96,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
399,G2IL-00025-014,Givenchy Women's 48 Bamboo Fiber Sari-style Bag,9,Givenchy,271.34,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
400,G2IL-00025-015,Givenchy Women's 48 Bamboo Fiber Casual Bag,6,Givenchy,351.74,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
401,G2IL-00026,Uniqlo  57 Foil Fabric Wool Bag,3,Uniqlo,0.0,10,Enabled,"Catalog, Search",configurable,2024-01-01 00:00:00
402,G2IL-00026-001,Uniqlo  57 Foil Fabric Wool Bag,6,Uniqlo,358.22,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
403,G2IL-00026-002,Uniqlo  57 Foil Fabric Red Carpet Bag,7,Uniqlo,244.8,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
404,G2IL-00026-003,Uniqlo  57 Foil Fabric Holiday Bag,4,Uniqlo,388.43,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
405,G2IL-00026-004,Uniqlo  57 Foil Fabric Youth Bag,5,Uniqlo,251.42,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
406,G2IL-00026-005,Uniqlo  57 Foil Fabric Street Luxury Bag,10,Uniqlo,324.79,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
407,G2IL-00026-006,Uniqlo  39 Foil Fabric Wool Bag,8,Uniqlo,407.64,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
408,G2IL-00026-007,Uniqlo  39 Foil Fabric Red Carpet Bag,8,Uniqlo,19.27,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
409,G2IL-00026-008,Uniqlo  39 Foil Fabric Holiday Bag,10,Uniqlo,43.07,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
410,G2IL-00026-009,Uniqlo  39 Foil Fabric Youth Bag,9,Uniqlo,471.57,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
411,G2IL-00026-010,Uniqlo  39 Foil Fabric Street Luxury Bag,2,Uniqlo,59.96,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
412,G2IL-00026-011,Uniqlo  30 Foil Fabric Wool Bag,4,Uniqlo,328.81,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
413,G2IL-00026-012,Uniqlo  30 Foil Fabric Red Carpet Bag,4,Uniqlo,74.63,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
414,G2IL-00026-013,Uniqlo  30 Foil Fabric Holiday Bag,9,Uniqlo,147.49,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
415,G2IL-00026-014,Uniqlo  30 Foil Fabric Youth Bag,10,Uniqlo,207.09,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
416,G2IL-00026-015,Uniqlo  30 Foil Fabric Street Luxury Bag,8,Uniqlo,449.24,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
417,G2IL-00027,Cartier  40 Corduroy Everyday Bag,1,Cartier,0.0,10,Enabled,"Catalog, Search",configurable,2024-01-01 00:00:00
418,G2IL-00027-001,Cartier  40 Corduroy Everyday Bag,10,Cartier,88.9,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
419,G2IL-00027-002,Cartier  40 Corduroy Sleepwear Bag,3,Cartier,238.54,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
420,G2IL-00027-003,Cartier  40 Corduroy Preppy Bag,7,Cartier,25.64,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
421,G2IL-00027-004,Cartier  40 Corduroy Sustainable Bag,7,Cartier,165.98,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
422,G2IL-00027-005,Cartier  40 Corduroy Office Bag,7,Cartier,282.46,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
423,G2IL-00027-006,Cartier  35 Corduroy Everyday Bag,9,Cartier,319.84,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
424,G2IL-00027-007,Cartier  35 Corduroy Sleepwear Bag,10,Cartier,161.44,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
425,G2IL-00027-008,Cartier  35 Corduroy Preppy Bag,10,Cartier,488.98,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
426,G2IL-00027-009,Cartier  35 Corduroy Sustainable Bag,3,Cartier,322.46,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
427,G2IL-00027-010,Cartier  35 Corduroy Office Bag,1,Cartier,481.56,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
428,G2IL-00027-011,Cartier  30 Corduroy Everyday Bag,10,Cartier,371.71,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
429,G2IL-00027-012,Cartier  30 Corduroy Sleepwear Bag,10,Cartier,423.52,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
430,G2IL-00027-013,Cartier  30 Corduroy Preppy Bag,2,Cartier,249.83,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
431,G2IL-00027-014,Cartier  30 Corduroy Sustainable Bag,7,Cartier,309.24,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
432,G2IL-00027-015,Cartier  30 Corduroy Office Bag,4,Cartier,393.69,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
433,G2IL-00028,Moschino Unisex 40 Georgette Athleisure Bag,4,Moschino,0.0,10,Enabled,"Catalog, Search",configurable,2024-01-01 00:00:00
434,G2IL-00028-001,Moschino Unisex 40 Georgette Athleisure Bag,7,Moschino,184.55,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
435,G2IL-00028-002,Moschino Unisex 40 Georgette Down style Bag,5,Moschino,437.42,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
436,G2IL-00028-003,Moschino Unisex 40 Georgette Timeless Bag,2,Moschino,474.18,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
437,G2IL-00028-004,Moschino Unisex 40 Georgette Swimwear Bag,7,Moschino,117.71,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
438,G2IL-00028-005,Moschino Unisex 40 Georgette Coat-focused Bag,10,Moschino,489.78,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
439,G2IL-00028-006,Moschino Unisex 30 Georgette Athleisure Bag,9,Moschino,344.88,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
440,G2IL-00028-007,Moschino Unisex 30 Georgette Down style Bag,5,Moschino,371.02,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
441,G2IL-00028-008,Moschino Unisex 30 Georgette Timeless Bag,4,Moschino,189.07,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
442,G2IL-00028-009,Moschino Unisex 30 Georgette Swimwear Bag,1,Moschino,193.72,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
443,G2IL-00028-010,Moschino Unisex 30 Georgette Coat-focused Bag,6,Moschino,153.24,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
444,G2IL-00028-011,Moschino Unisex 44 Georgette Athleisure Bag,8,Moschino,209.08,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
445,G2IL-00028-012,Moschino Unisex 44 Georgette Down style Bag,3,Moschino,123.23,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
446,G2IL-00028-013,Moschino Unisex 44 Georgette Timeless Bag,6,Moschino,496.38,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
447,G2IL-00028-014,Moschino Unisex 44 Georgette Swimwear Bag,9,Moschino,44.3,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
448,G2IL-00028-015,Moschino Unisex 44 Georgette Coat-focused Bag,6,Moschino,385.41,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
449,G2IL-00029,Gap Women's 53 Faux Leather Minimal Bag,9,Gap,0.0,10,Enabled,"Catalog, Search",configurable,2024-01-01 00:00:00
450,G2IL-00029-001,Gap Women's 53 Faux Leather Minimal Bag,8,Gap,182.38,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
451,G2IL-00029-002,Gap Women's 53 Faux Leather Linen style Bag,10,Gap,339.59,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
452,G2IL-00029-003,Gap Women's 53 Faux Leather Punk Bag,9,Gap,18.83,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
453,G2IL-00029-004,Gap Women's 53 Faux Leather Sport Bag,2,Gap,225.37,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
454,G2IL-00029-005,Gap Women's 53 Faux Leather Vintage Bag,5,Gap,211.52,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
455,G2IL-00029-006,Gap Women's 52 Faux Leather Minimal Bag,3,Gap,193.88,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
456,G2IL-00029-007,Gap Women's 52 Faux Leather Linen style Bag,9,Gap,46.7,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
457,G2IL-00029-008,Gap Women's 52 Faux Leather Punk Bag,7,Gap,267.48,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
458,G2IL-00029-009,Gap Women's 52 Faux Leather Sport Bag,9,Gap,252.59,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
459,G2IL-00029-010,Gap Women's 52 Faux Leather Vintage Bag,7,Gap,391.82,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
460,G2IL-00029-011,Gap Women's 57 Faux Leather Minimal Bag,5,Gap,171.64,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
461,G2IL-00029-012,Gap Women's 57 Faux Leather Linen style Bag,6,Gap,422.26,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
462,G2IL-00029-013,Gap Women's 57 Faux Leather Punk Bag,1,Gap,219.05,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
463,G2IL-00029-014,Gap Women's 57 Faux Leather Sport Bag,5,Gap,412.13,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
464,G2IL-00029-015,Gap Women's 57 Faux Leather Vintage Bag,7,Gap,490.56,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
465,G2IL-00030,Céline  55 Suede Street Luxury Bag,3,Céline,0.0,10,Enabled,"Catalog, Search",configurable,2024-01-01 00:00:00
466,G2IL-00030-001,Céline  55 Suede Street Luxury Bag,5,Céline,99.54,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
467,G2IL-00030-002,Céline  55 Suede Minimalist Bag,2,Céline,224.77,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
468,G2IL-00030-003,Céline  55 Suede Skater Bag,8,Céline,341.84,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
469,G2IL-00030-004,Céline  55 Suede Cozy Bag,5,Céline,278.26,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
470,G2IL-00030-005,Céline  55 Suede Folk Bag,6,Céline,237.27,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
471,G2IL-00030-006,Céline  57 Suede Street Luxury Bag,8,Céline,223.75,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
472,G2IL-00030-007,Céline  57 Suede Minimalist Bag,3,Céline,451.89,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
473,G2IL-00030-008,Céline  57 Suede Skater Bag,5,Céline,314.72,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
474,G2IL-00030-009,Céline  57 Suede Cozy Bag,3,Céline,157.54,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
475,G2IL-00030-010,Céline  57 Suede Folk Bag,7,Céline,496.25,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
476,G2IL-00030-011,Céline  43 Suede Street Luxury Bag,2,Céline,387.98,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
477,G2IL-00030-012,Céline  43 Suede Minimalist Bag,1,Céline,114.73,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
478,G2IL-00030-013,Céline  43 Suede Skater Bag,9,Céline,315.04,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
479,G2IL-00030-014,Céline  43 Suede Cozy Bag,8,Céline,75.07,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
480,G2IL-00030-015,Céline  43 Suede Folk Bag,9,Céline,389.84,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
481,G2IL-00031,Diesel  29 Elastane Tailored Bag,8,Diesel,0.0,10,Enabled,"Catalog, Search",configurable,2024-01-01 00:00:00
482,G2IL-00031-001,Diesel  29 Elastane Tailored Bag,6,Diesel,267.77,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
483,G2IL-00031-002,Diesel  29 Elastane Fitness Bag,3,Diesel,494.57,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
484,G2IL-00031-003,Diesel  29 Elastane Slim-fit Bag,9,Diesel,52.2,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
485,G2IL-00031-004,Diesel  29 Elastane Modern Bag,10,Diesel,120.97,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
486,G2IL-00031-005,Diesel  29 Elastane Classic Bag,3,Diesel,68.61,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
487,G2IL-00031-006,Diesel  50 Elastane Tailored Bag,7,Diesel,221.77,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
488,G2IL-00031-007,Diesel  50 Elastane Fitness Bag,5,Diesel,220.08,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
489,G2IL-00031-008,Diesel  50 Elastane Slim-fit Bag,1,Diesel,328.18,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
490,G2IL-00031-009,Diesel  50 Elastane Modern Bag,8,Diesel,205.82,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
491,G2IL-00031-010,Diesel  50 Elastane Classic Bag,2,Diesel,51.33,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
492,G2IL-00031-011,Diesel  28 Elastane Tailored Bag,7,Diesel,327.53,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
493,G2IL-00031-012,Diesel  28 Elastane Fitness Bag,1,Diesel,380.98,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
494,G2IL-00031-013,Diesel  28 Elastane Slim-fit Bag,8,Diesel,330.63,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
495,G2IL-00031-014,Diesel  28 Elastane Modern Bag,6,Diesel,171.26,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
496,G2IL-00031-015,Diesel  28 Elastane Classic Bag,1,Diesel,12.42,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
497,G2IL-00032,Off-White Women's 57 Viscose Cotton style Bag,3,Off-White,0.0,10,Enabled,"Catalog, Search",configurable,2024-01-01 00:00:00
498,G2IL-00032-001,Off-White Women's 57 Viscose Cotton style Bag,8,Off-White,175.95,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
499,G2IL-00032-002,Off-White Women's 57 Viscose Sport Bag,1,Off-White,13.03,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
500,G2IL-00032-003,Off-White Women's 57 Viscose Knitwear Bag,2,Off-White,446.41,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
501,G2IL-00032-004,Off-White Women's 57 Viscose Statement Bag,6,Off-White,382.05,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
502,G2IL-00032-005,Off-White Women's 57 Viscose Effortless Bag,7,Off-White,420.62,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
503,G2IL-00032-006,Off-White Women's 35 Viscose Cotton style Bag,3,Off-White,81.22,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
504,G2IL-00032-007,Off-White Women's 35 Viscose Sport Bag,2,Off-White,118.62,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
505,G2IL-00032-008,Off-White Women's 35 Viscose Knitwear Bag,8,Off-White,40.79,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
506,G2IL-00032-009,Off-White Women's 35 Viscose Statement Bag,5,Off-White,296.57,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
507,G2IL-00032-010,Off-White Women's 35 Viscose Effortless Bag,7,Off-White,331.5,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
508,G2IL-00032-011,Off-White Women's 37 Viscose Cotton style Bag,5,Off-White,165.6,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
509,G2IL-00032-012,Off-White Women's 37 Viscose Sport Bag,7,Off-White,267.31,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
510,G2IL-00032-013,Off-White Women's 37 Viscose Knitwear Bag,5,Off-White,447.43,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
511,G2IL-00032-014,Off-White Women's 37 Viscose Statement Bag,4,Off-White,316.94,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
512,G2IL-00032-015,Off-White Women's 37 Viscose Effortless Bag,5,Off-White,443.49,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
513,G2IL-00033,Louis Vuitton Unisex 45 Polyamide Folk Bag,1,Louis Vuitton,0.0,10,Enabled,"Catalog, Search",configurable,2024-01-01 00:00:00
514,G2IL-00033-001,Louis Vuitton Unisex 45 Polyamide Folk Bag,4,Louis Vuitton,86.79,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
515,G2IL-00033-002,Louis Vuitton Unisex 45 Polyamide Oversized Bag,8,Louis Vuitton,170.7,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
516,G2IL-00033-003,Louis Vuitton Unisex 45 Polyamide Sleepwear Bag,2,Louis Vuitton,461.16,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
517,G2IL-00033-004,Louis Vuitton Unisex 45 Polyamide Tailored Bag,5,Louis Vuitton,19.25,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
518,G2IL-00033-005,Louis Vuitton Unisex 45 Polyamide Modern Bag,10,Louis Vuitton,308.55,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
519,G2IL-00033-006,Louis Vuitton Unisex 43 Polyamide Folk Bag,8,Louis Vuitton,323.31,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
520,G2IL-00033-007,Louis Vuitton Unisex 43 Polyamide Oversized Bag,7,Louis Vuitton,345.8,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
521,G2IL-00033-008,Louis Vuitton Unisex 43 Polyamide Sleepwear Bag,9,Louis Vuitton,36.92,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
522,G2IL-00033-009,Louis Vuitton Unisex 43 Polyamide Tailored Bag,6,Louis Vuitton,205.77,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
523,G2IL-00033-010,Louis Vuitton Unisex 43 Polyamide Modern Bag,6,Louis Vuitton,292.5,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
524,G2IL-00033-011,Louis Vuitton Unisex 25 Polyamide Folk Bag,6,Louis Vuitton,27.6,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
525,G2IL-00033-012,Louis Vuitton Unisex 25 Polyamide Oversized Bag,6,Louis Vuitton,146.58,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
526,G2IL-00033-013,Louis Vuitton Unisex 25 Polyamide Sleepwear Bag,6,Louis Vuitton,499.52,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
527,G2IL-00033-014,Louis Vuitton Unisex 25 Polyamide Tailored Bag,3,Louis Vuitton,259.87,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
528,G2IL-00033-015,Louis Vuitton Unisex 25 Polyamide Modern Bag,5,Louis Vuitton,166.94,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
529,G2IL-00034,Nike Men's 42 Plaid / Checked Performance Bag,7,Nike,0.0,10,Enabled,"Catalog, Search",configurable,2024-01-01 00:00:00
530,G2IL-00034-001,Nike Men's 42 Plaid / Checked Performance Bag,8,Nike,79.09,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
531,G2IL-00034-002,Nike Men's 42 Plaid / Checked Folk Bag,10,Nike,195.53,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
532,G2IL-00034-003,Nike Men's 42 Plaid / Checked Festival Bag,4,Nike,465.38,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
