id,product_id,warehouse_id,warehouse_name,stock_status,stock_quantity
580,180,1,Main Warehouse,In Stock,864
581,180,3,West Coast Distribution Center,Low Stock,1
582,181,3,West Coast Distribution Center,Low Stock,2
583,181,2,East Coast Distribution Center,In Stock,945
584,182,3,West Coast Distribution Center,Out of Stock,0
585,182,1,Main Warehouse,Low Stock,5
586,183,3,West Coast Distribution Center,In Stock,853
587,184,3,West Coast Distribution Center,Low Stock,4
588,184,2,East Coast Distribution Center,Out of Stock,0
589,185,2,East Coast Distribution Center,Low Stock,8
590,186,2,East Coast Distribution Center,Low Stock,10
591,186,1,Main Warehouse,In Stock,575
592,187,2,East Coast Distribution Center,Out of Stock,0
593,187,1,Main Warehouse,Out of Stock,0
594,188,2,East Coast Distribution Center,Out of Stock,0
595,189,1,Main Warehouse,Out of Stock,0
596,190,2,East Coast Distribution Center,In Stock,351
597,190,1,Main Warehouse,In Stock,293
598,191,1,Main Warehouse,In Stock,735
599,191,2,East Coast Distribution Center,In Stock,75
600,192,3,West Coast Distribution Center,Out of Stock,0
601,192,1,Main Warehouse,Out of Stock,0
602,192,2,East Coast Distribution Center,Low Stock,3
603,193,1,Main Warehouse,Low Stock,5
604,193,3,West Coast Distribution Center,In Stock,223
605,193,2,East Coast Distribution Center,Low Stock,1
606,194,1,Main Warehouse,Out of Stock,0
607,194,2,East Coast Distribution Center,In Stock,459
608,194,3,West Coast Distribution Center,Low Stock,8
609,195,3,West Coast Distribution Center,In Stock,98
610,196,2,East Coast Distribution Center,Low Stock,3
611,196,1,Main Warehouse,Low Stock,10
612,196,3,West Coast Distribution Center,Low Stock,6
613,197,2,East Coast Distribution Center,In Stock,482
614,197,1,Main Warehouse,In Stock,583
615,197,3,West Coast Distribution Center,In Stock,866
616,198,2,East Coast Distribution Center,In Stock,179
617,198,1,Main Warehouse,In Stock,664
618,198,3,West Coast Distribution Center,In Stock,455
619,199,1,Main Warehouse,In Stock,495
620,200,3,West Coast Distribution Center,Out of Stock,0
621,201,3,West Coast Distribution Center,In Stock,496
622,201,2,East Coast Distribution Center,In Stock,809
623,201,1,Main Warehouse,In Stock,513
624,202,3,West Coast Distribution Center,In Stock,508
625,203,2,East Coast Distribution Center,Low Stock,9
626,203,3,West Coast Distribution Center,Out of Stock,0
627,204,3,West Coast Distribution Center,Out of Stock,0
628,205,3,West Coast Distribution Center,Low Stock,7
629,205,2,East Coast Distribution Center,In Stock,74
630,205,1,Main Warehouse,Out of Stock,0
631,206,2,East Coast Distribution Center,Low Stock,3
632,206,1,Main Warehouse,Low Stock,4
633,206,3,West Coast Distribution Center,Low Stock,5
634,207,3,West Coast Distribution Center,Out of Stock,0
635,207,1,Main Warehouse,Out of Stock,0
636,208,1,Main Warehouse,In Stock,689
637,208,3,West Coast Distribution Center,Out of Stock,0
638,209,1,Main Warehouse,Out of Stock,0
639,209,3,West Coast Distribution Center,In Stock,661
640,209,2,East Coast Distribution Center,Low Stock,9
641,210,2,East Coast Distribution Center,In Stock,844
642,210,1,Main Warehouse,Low Stock,4
643,211,1,Main Warehouse,Low Stock,10
644,211,2,East Coast Distribution Center,Low Stock,9
645,211,3,West Coast Distribution Center,Out of Stock,0
646,212,1,Main Warehouse,Low Stock,3
647,212,3,West Coast Distribution Center,Low Stock,1
648,213,2,East Coast Distribution Center,Low Stock,10
649,213,3,West Coast Distribution Center,Low Stock,3
650,214,3,West Coast Distribution Center,Low Stock,8
651,214,2,East Coast Distribution Center,In Stock,406
652,215,1,Main Warehouse,Low Stock,5
653,215,2,East Coast Distribution Center,Out of Stock,0
654,215,3,West Coast Distribution Center,Out of Stock,0
655,216,1,Main Warehouse,In Stock,364
656,216,3,West Coast Distribution Center,In Stock,130
657,216,2,East Coast Distribution Center,In Stock,948
658,217,3,West Coast Distribution Center,Low Stock,2
659,218,1,Main Warehouse,In Stock,81
660,218,3,West Coast Distribution Center,Out of Stock,0
661,218,2,East Coast Distribution Center,Low Stock,6
662,219,1,Main Warehouse,Out of Stock,0
663,219,2,East Coast Distribution Center,In Stock,490
664,220,2,East Coast Distribution Center,In Stock,909
665,220,1,Main Warehouse,In Stock,475
666,220,3,West Coast Distribution Center,Out of Stock,0
667,221,2,East Coast Distribution Center,Out of Stock,0
668,221,3,West Coast Distribution Center,In Stock,196
669,221,1,Main Warehouse,Out of Stock,0
670,222,1,Main Warehouse,In Stock,114
671,223,3,West Coast Distribution Center,Out of Stock,0
672,224,3,West Coast Distribution Center,Low Stock,3
673,225,2,East Coast Distribution Center,Out of Stock,0
674,225,3,West Coast Distribution Center,Low Stock,5
675,226,3,West Coast Distribution Center,Low Stock,6
676,226,2,East Coast Distribution Center,In Stock,613
677,226,1,Main Warehouse,Low Stock,3
678,227,1,Main Warehouse,Out of Stock,0
679,227,3,West Coast Distribution Center,Low Stock,7
680,228,3,West Coast Distribution Center,Out of Stock,0
681,229,2,East Coast Distribution Center,In Stock,440
682,230,1,Main Warehouse,Low Stock,6
683,230,2,East Coast Distribution Center,Out of Stock,0
684,230,3,West Coast Distribution Center,Low Stock,6
685,231,3,West Coast Distribution Center,Low Stock,10
686,231,1,Main Warehouse,In Stock,70
687,232,2,East Coast Distribution Center,In Stock,190
688,232,3,West Coast Distribution Center,Low Stock,9
689,232,1,Main Warehouse,Out of Stock,0
690,233,2,East Coast Distribution Center,Out of Stock,0
691,233,3,West Coast Distribution Center,Low Stock,1
692,234,1,Main Warehouse,Out of Stock,0
693,234,3,West Coast Distribution Center,Out of Stock,0
694,234,2,East Coast Distribution Center,Low Stock,2
695,235,3,West Coast Distribution Center,Out of Stock,0
696,236,3,West Coast Distribution Center,Out of Stock,0
697,236,2,East Coast Distribution Center,Low Stock,6
698,236,1,Main Warehouse,In Stock,607
699,237,2,East Coast Distribution Center,Low Stock,2
700,238,2,East Coast Distribution Center,Out of Stock,0
701,239,3,West Coast Distribution Center,In Stock,299
702,239,2,East Coast Distribution Center,Out of Stock,0
703,240,1,Main Warehouse,In Stock,152
704,240,3,West Coast Distribution Center,Out of Stock,0
705,241,3,West Coast Distribution Center,In Stock,608
706,241,1,Main Warehouse,In Stock,947
707,241,2,East Coast Distribution Center,In Stock,307
708,242,1,Main Warehouse,Out of Stock,0
709,243,1,Main Warehouse,Low Stock,5
710,244,1,Main Warehouse,Low Stock,10
711,244,3,West Coast Distribution Center,Out of Stock,0
712,245,1,Main Warehouse,Low Stock,6
713,246,2,East Coast Distribution Center,Out of Stock,0
714,246,3,West Coast Distribution Center,Out of Stock,0
715,246,1,Main Warehouse,Low Stock,6
716,247,2,East Coast Distribution Center,Low Stock,1
717,248,3,West Coast Distribution Center,In Stock,903
718,248,2,East Coast Distribution Center,Out of Stock,0
719,248,1,Main Warehouse,Low Stock,8
720,249,2,East Coast Distribution Center,Out of Stock,0
721,249,1,Main Warehouse,Low Stock,4
722,250,3,West Coast Distribution Center,In Stock,64
723,251,3,West Coast Distribution Center,Low Stock,3
724,252,1,Main Warehouse,Out of Stock,0
725,252,3,West Coast Distribution Center,Low Stock,9
726,252,2,East Coast Distribution Center,Out of Stock,0
727,253,3,West Coast Distribution Center,In Stock,123
728,254,3,West Coast Distribution Center,Out of Stock,0
729,254,2,East Coast Distribution Center,Out of Stock,0
730,255,2,East Coast Distribution Center,In Stock,873
731,255,1,Main Warehouse,Out of Stock,0
732,256,1,Main Warehouse,Low Stock,4
733,257,1,Main Warehouse,Low Stock,1
734,257,3,West Coast Distribution Center,Out of Stock,0
735,257,2,East Coast Distribution Center,In Stock,181
736,258,1,Main Warehouse,Low Stock,6
737,258,2,East Coast Distribution Center,Low Stock,7
738,258,3,West Coast Distribution Center,Out of Stock,0
739,259,2,East Coast Distribution Center,In Stock,531
740,259,1,Main Warehouse,Low Stock,4
741,260,1,Main Warehouse,Out of Stock,0
742,260,3,West Coast Distribution Center,In Stock,323
743,260,2,East Coast Distribution Center,Low Stock,6
744,261,1,Main Warehouse,Low Stock,2
745,261,2,East Coast Distribution Center,In Stock,706
746,261,3,West Coast Distribution Center,Out of Stock,0
747,262,1,Main Warehouse,Out of Stock,0
748,263,2,East Coast Distribution Center,Low Stock,9
749,263,1,Main Warehouse,Low Stock,1
750,264,1,Main Warehouse,In Stock,68
751,264,2,East Coast Distribution Center,Out of Stock,0
752,264,3,West Coast Distribution Center,Low Stock,1
753,265,1,Main Warehouse,Low Stock,1
754,265,2,East Coast Distribution Center,Low Stock,8
755,266,1,Main Warehouse,Out of Stock,0
756,266,3,West Coast Distribution Center,Out of Stock,0
757,266,2,East Coast Distribution Center,Out of Stock,0
758,267,3,West Coast Distribution Center,Low Stock,7
759,267,1,Main Warehouse,Low Stock,2
760,267,2,East Coast Distribution Center,In Stock,836
761,268,3,West Coast Distribution Center,Out of Stock,0
762,268,1,Main Warehouse,Low Stock,4
763,269,2,East Coast Distribution Center,In Stock,62
764,269,3,West Coast Distribution Center,In Stock,397
765,270,3,West Coast Distribution Center,Low Stock,6
766,270,1,Main Warehouse,Low Stock,6
767,270,2,East Coast Distribution Center,In Stock,288
768,271,1,Main Warehouse,In Stock,951
769,271,3,West Coast Distribution Center,Low Stock,7
770,271,2,East Coast Distribution Center,In Stock,895
771,272,2,East Coast Distribution Center,Low Stock,7
772,273,2,East Coast Distribution Center,Out of Stock,0
773,273,3,West Coast Distribution Center,Low Stock,8
774,273,1,Main Warehouse,Low Stock,7
775,274,2,East Coast Distribution Center,Low Stock,9
776,274,1,Main Warehouse,Out of Stock,0
777,275,3,West Coast Distribution Center,Out of Stock,0
778,275,2,East Coast Distribution Center,Out of Stock,0
779,276,3,West Coast Distribution Center,Low Stock,8
780,277,3,West Coast Distribution Center,Low Stock,10
781,277,1,Main Warehouse,In Stock,609
782,278,3,West Coast Distribution Center,Low Stock,4
783,278,2,East Coast Distribution Center,Out of Stock,0
784,278,1,Main Warehouse,In Stock,312
785,279,3,West Coast Distribution Center,Low Stock,10
786,280,2,East Coast Distribution Center,In Stock,393
787,281,1,Main Warehouse,Low Stock,2
788,282,2,East Coast Distribution Center,In Stock,761
789,282,3,West Coast Distribution Center,Low Stock,6
790,283,1,Main Warehouse,Out of Stock,0
791,284,2,East Coast Distribution Center,Out of Stock,0
792,285,3,West Coast Distribution Center,Out of Stock,0
793,286,2,East Coast Distribution Center,In Stock,689
794,286,3,West Coast Distribution Center,Out of Stock,0
795,286,1,Main Warehouse,Low Stock,10
796,287,1,Main Warehouse,Out of Stock,0
797,287,2,East Coast Distribution Center,Low Stock,8
798,287,3,West Coast Distribution Center,Low Stock,9
799,288,1,Main Warehouse,Low Stock,3
800,288,2,East Coast Distribution Center,In Stock,578
801,289,2,East Coast Distribution Center,Out of Stock,0
802,289,1,Main Warehouse,Low Stock,10
803,289,3,West Coast Distribution Center,Low Stock,8
804,290,2,East Coast Distribution Center,In Stock,583
805,291,2,East Coast Distribution Center,Low Stock,1
806,291,3,West Coast Distribution Center,Out of Stock,0
807,292,3,West Coast Distribution Center,In Stock,462
808,292,1,Main Warehouse,Low Stock,5
809,292,2,East Coast Distribution Center,Out of Stock,0
810,293,2,East Coast Distribution Center,Out of Stock,0
811,293,3,West Coast Distribution Center,Low Stock,9
812,293,1,Main Warehouse,In Stock,324
813,294,2,East Coast Distribution Center,Out of Stock,0
814,294,3,West Coast Distribution Center,Low Stock,1
815,294,1,Main Warehouse,Out of Stock,0
816,295,1,Main Warehouse,Low Stock,7
817,295,3,West Coast Distribution Center,Out of Stock,0
818,295,2,East Coast Distribution Center,Low Stock,4
819,296,3,West Coast Distribution Center,In Stock,678
820,296,2,East Coast Distribution Center,Low Stock,1
821,297,1,Main Warehouse,Out of Stock,0
822,297,3,West Coast Distribution Center,Low Stock,1
823,298,2,East Coast Distribution Center,In Stock,905
824,299,2,East Coast Distribution Center,Low Stock,2
825,299,1,Main Warehouse,In Stock,596
826,300,1,Main Warehouse,In Stock,610
827,301,1,Main Warehouse,Low Stock,2
828,302,3,West Coast Distribution Center,In Stock,295
829,303,2,East Coast Distribution Center,Low Stock,1
830,304,3,West Coast Distribution Center,Out of Stock,0
831,304,2,East Coast Distribution Center,Out of Stock,0
832,304,1,Main Warehouse,Out of Stock,0
833,305,3,West Coast Distribution Center,Low Stock,10
834,305,2,East Coast Distribution Center,In Stock,649
835,306,3,West Coast Distribution Center,Out of Stock,0
836,306,2,East Coast Distribution Center,Out of Stock,0
837,307,2,East Coast Distribution Center,In Stock,389
838,307,3,West Coast Distribution Center,In Stock,181
839,307,1,Main Warehouse,In Stock,430
840,308,2,East Coast Distribution Center,In Stock,103
841,308,1,Main Warehouse,Out of Stock,0
842,308,3,West Coast Distribution Center,In Stock,322
843,309,1,Main Warehouse,In Stock,887
844,309,3,West Coast Distribution Center,In Stock,872
845,310,1,Main Warehouse,In Stock,804
846,310,3,West Coast Distribution Center,Out of Stock,0
847,311,1,Main Warehouse,In Stock,57
848,311,3,West Coast Distribution Center,Out of Stock,0
849,311,2,East Coast Distribution Center,In Stock,567
850,312,1,Main Warehouse,In Stock,793
851,313,2,East Coast Distribution Center,Low Stock,1
852,314,2,East Coast Distribution Center,Out of Stock,0
853,315,2,East Coast Distribution Center,Low Stock,10
854,315,1,Main Warehouse,Out of Stock,0
855,316,2,East Coast Distribution Center,In Stock,961
856,316,1,Main Warehouse,Out of Stock,0
857,316,3,West Coast Distribution Center,Out of Stock,0
858,317,2,East Coast Distribution Center,Out of Stock,0
859,317,3,West Coast Distribution Center,Out of Stock,0
860,318,1,Main Warehouse,Low Stock,10
861,318,2,East Coast Distribution Center,In Stock,725
862,319,2,East Coast Distribution Center,Low Stock,7
863,319,3,West Coast Distribution Center,In Stock,988
864,320,2,East Coast Distribution Center,In Stock,980
865,321,1,Main Warehouse,Low Stock,7
866,321,2,East Coast Distribution Center,In Stock,661
867,322,1,Main Warehouse,Low Stock,10
868,322,2,East Coast Distribution Center,Low Stock,1
869,323,2,East Coast Distribution Center,Low Stock,6
870,324,2,East Coast Distribution Center,In Stock,89
871,324,1,Main Warehouse,Out of Stock,0
872,325,2,East Coast Distribution Center,Low Stock,1
873,325,1,Main Warehouse,In Stock,536
874,325,3,West Coast Distribution Center,Out of Stock,0
875,326,3,West Coast Distribution Center,Low Stock,10
876,326,2,East Coast Distribution Center,In Stock,830
877,327,1,Main Warehouse,Out of Stock,0
878,328,2,East Coast Distribution Center,In Stock,721
879,328,1,Main Warehouse,Out of Stock,0
880,329,2,East Coast Distribution Center,Out of Stock,0
881,329,1,Main Warehouse,Low Stock,1
882,329,3,West Coast Distribution Center,Out of Stock,0
883,330,1,Main Warehouse,In Stock,639
884,330,3,West Coast Distribution Center,In Stock,205
885,331,2,East Coast Distribution Center,Out of Stock,0
886,331,3,West Coast Distribution Center,In Stock,398
887,331,1,Main Warehouse,Out of Stock,0
888,332,2,East Coast Distribution Center,Out of Stock,0
889,332,3,West Coast Distribution Center,Out of Stock,0
890,333,3,West Coast Distribution Center,Out of Stock,0
891,334,2,East Coast Distribution Center,Out of Stock,0
892,334,1,Main Warehouse,Out of Stock,0
893,334,3,West Coast Distribution Center,Out of Stock,0
894,335,2,East Coast Distribution Center,In Stock,372
895,335,1,Main Warehouse,In Stock,213
896,335,3,West Coast Distribution Center,In Stock,607
897,336,2,East Coast Distribution Center,In Stock,232
898,336,3,West Coast Distribution Center,In Stock,165
899,336,1,Main Warehouse,Low Stock,8
900,337,1,Main Warehouse,Out of Stock,0
901,337,2,East Coast Distribution Center,Low Stock,7
902,337,3,West Coast Distribution Center,In Stock,338
903,338,3,West Coast Distribution Center,Low Stock,5
904,338,1,Main Warehouse,Low Stock,7
905,338,2,East Coast Distribution Center,In Stock,999
906,339,3,West Coast Distribution Center,Out of Stock,0
907,339,1,Main Warehouse,Low Stock,6
908,340,2,East Coast Distribution Center,Out of Stock,0
909,341,1,Main Warehouse,In Stock,748
910,341,2,East Coast Distribution Center,Out of Stock,0
911,341,3,West Coast Distribution Center,Out of Stock,0
912,342,2,East Coast Distribution Center,Low Stock,7
913,342,1,Main Warehouse,Out of Stock,0
914,342,3,West Coast Distribution Center,In Stock,917
915,343,1,Main Warehouse,Out of Stock,0
916,344,1,Main Warehouse,Out of Stock,0
917,345,1,Main Warehouse,Out of Stock,0
918,346,3,West Coast Distribution Center,Low Stock,4
919,346,1,Main Warehouse,Out of Stock,0
920,346,2,East Coast Distribution Center,Low Stock,3
921,347,1,Main Warehouse,Low Stock,7
922,347,2,East Coast Distribution Center,Out of Stock,0
923,347,3,West Coast Distribution Center,Low Stock,5
924,348,3,West Coast Distribution Center,In Stock,913
925,349,2,East Coast Distribution Center,Out of Stock,0
926,350,2,East Coast Distribution Center,Low Stock,4
927,350,3,West Coast Distribution Center,Out of Stock,0
928,351,1,Main Warehouse,Low Stock,5
929,352,2,East Coast Distribution Center,Out of Stock,0
930,352,1,Main Warehouse,In Stock,216
931,352,3,West Coast Distribution Center,In Stock,172
932,353,1,Main Warehouse,In Stock,454
933,353,3,West Coast Distribution Center,Out of Stock,0
934,353,2,East Coast Distribution Center,Low Stock,1
935,354,3,West Coast Distribution Center,In Stock,765
936,355,1,Main Warehouse,Low Stock,6
937,355,3,West Coast Distribution Center,Out of Stock,0
938,355,2,East Coast Distribution Center,Out of Stock,0
939,356,1,Main Warehouse,Low Stock,4
940,356,2,East Coast Distribution Center,In Stock,363
941,356,3,West Coast Distribution Center,Out of Stock,0
942,357,3,West Coast Distribution Center,Low Stock,6
943,358,2,East Coast Distribution Center,Out of Stock,0
944,359,3,West Coast Distribution Center,Out of Stock,0
945,360,2,East Coast Distribution Center,Low Stock,9
946,360,1,Main Warehouse,In Stock,646
947,360,3,West Coast Distribution Center,In Stock,203
948,361,3,West Coast Distribution Center,Low Stock,5
949,362,2,East Coast Distribution Center,Low Stock,7
950,362,3,West Coast Distribution Center,In Stock,750
951,362,1,Main Warehouse,Out of Stock,0
952,363,3,West Coast Distribution Center,Out of Stock,0
953,363,1,Main Warehouse,In Stock,317
954,364,1,Main Warehouse,In Stock,968
955,365,3,West Coast Distribution Center,Out of Stock,0
956,366,3,West Coast Distribution Center,Low Stock,5
957,366,2,East Coast Distribution Center,Low Stock,3
958,367,1,Main Warehouse,In Stock,371
959,368,3,West Coast Distribution Center,Out of Stock,0
960,369,1,Main Warehouse,Out of Stock,0
961,369,2,East Coast Distribution Center,Low Stock,4
962,370,1,Main Warehouse,In Stock,755
963,371,3,West Coast Distribution Center,In Stock,388
964,371,2,East Coast Distribution Center,Low Stock,1
965,372,1,Main Warehouse,In Stock,526
966,372,3,West Coast Distribution Center,In Stock,324
967,372,2,East Coast Distribution Center,In Stock,395
968,373,3,West Coast Distribution Center,In Stock,226
969,373,2,East Coast Distribution Center,Out of Stock,0
970,374,3,West Coast Distribution Center,Low Stock,1
971,374,2,East Coast Distribution Center,Low Stock,10
972,374,1,Main Warehouse,Out of Stock,0
973,375,2,East Coast Distribution Center,Low Stock,7
974,375,3,West Coast Distribution Center,Low Stock,2
975,375,1,Main Warehouse,In Stock,365
976,376,1,Main Warehouse,In Stock,333
977,376,2,East Coast Distribution Center,In Stock,316
978,376,3,West Coast Distribution Center,Out of Stock,0
979,377,3,West Coast Distribution Center,Out of Stock,0
980,378,1,Main Warehouse,Out of Stock,0
981,378,2,East Coast Distribution Center,Low Stock,3
982,378,3,West Coast Distribution Center,Low Stock,7
983,379,2,East Coast Distribution Center,In Stock,316
984,379,1,Main Warehouse,In Stock,575
985,380,3,West Coast Distribution Center,Low Stock,1
986,380,2,East Coast Distribution Center,In Stock,231
987,380,1,Main Warehouse,In Stock,218
988,381,3,West Coast Distribution Center,Low Stock,9
989,381,1,Main Warehouse,In Stock,654
990,381,2,East Coast Distribution Center,In Stock,962
991,382,2,East Coast Distribution Center,Out of Stock,0
992,382,3,West Coast Distribution Center,In Stock,348
993,382,1,Main Warehouse,Low Stock,7
994,383,1,Main Warehouse,Low Stock,2
995,383,2,East Coast Distribution Center,In Stock,292
996,383,3,West Coast Distribution Center,Low Stock,7
997,384,2,East Coast Distribution Center,Out of Stock,0
998,385,2,East Coast Distribution Center,In Stock,102
999,386,3,West Coast Distribution Center,In Stock,547
1000,387,2,East Coast Distribution Center,Low Stock,9
1001,387,1,Main Warehouse,Low Stock,10
1002,388,1,Main Warehouse,Low Stock,5
1003,389,2,East Coast Distribution Center,Out of Stock,0
1004,389,3,West Coast Distribution Center,In Stock,352
1005,389,1,Main Warehouse,Out of Stock,0
1006,390,2,East Coast Distribution Center,In Stock,163
1007,390,3,West Coast Distribution Center,Out of Stock,0
1008,390,1,Main Warehouse,Out of Stock,0
1009,391,2,East Coast Distribution Center,Low Stock,10
1010,391,1,Main Warehouse,Out of Stock,0
1011,392,1,Main Warehouse,Out of Stock,0
1012,392,3,West Coast Distribution Center,Low Stock,7
1013,393,2,East Coast Distribution Center,In Stock,764
1014,393,3,West Coast Distribution Center,In Stock,262
1015,394,1,Main Warehouse,Out of Stock,0
1016,395,3,West Coast Distribution Center,Out of Stock,0
1017,395,2,East Coast Distribution Center,In Stock,449
1018,395,1,Main Warehouse,In Stock,476
1019,396,1,Main Warehouse,In Stock,390
1020,396,3,West Coast Distribution Center,Low Stock,8
1021,397,1,Main Warehouse,In Stock,250
1022,397,2,East Coast Distribution Center,In Stock,579
1023,398,1,Main Warehouse,In Stock,515
1024,398,2,East Coast Distribution Center,Low Stock,2
1025,399,3,West Coast Distribution Center,In Stock,677
1026,399,1,Main Warehouse,Out of Stock,0
1027,400,2,East Coast Distribution Center,In Stock,779
1028,400,1,Main Warehouse,In Stock,741
1029,400,3,West Coast Distribution Center,In Stock,205
1030,401,1,Main Warehouse,Out of Stock,0
1031,401,2,East Coast Distribution Center,In Stock,941
1032,401,3,West Coast Distribution Center,Low Stock,10
1033,402,3,West Coast Distribution Center,Out of Stock,0
1034,402,2,East Coast Distribution Center,In Stock,383
1035,403,2,East Coast Distribution Center,In Stock,637
1036,404,3,West Coast Distribution Center,Low Stock,1
1037,404,2,East Coast Distribution Center,Out of Stock,0
1038,404,1,Main Warehouse,In Stock,518
1039,405,3,West Coast Distribution Center,In Stock,752
1040,405,2,East Coast Distribution Center,Low Stock,4
1041,406,2,East Coast Distribution Center,Low Stock,10
1042,407,2,East Coast Distribution Center,In Stock,734
1043,407,3,West Coast Distribution Center,Low Stock,9
1044,408,2,East Coast Distribution Center,Out of Stock,0
1045,409,1,Main Warehouse,Out of Stock,0
1046,409,2,East Coast Distribution Center,Out of Stock,0
1047,410,1,Main Warehouse,Out of Stock,0
1048,410,2,East Coast Distribution Center,Out of Stock,0
1049,410,3,West Coast Distribution Center,Out of Stock,0
1050,411,2,East Coast Distribution Center,Low Stock,6
1051,411,3,West Coast Distribution Center,In Stock,650
1052,412,3,West Coast Distribution Center,In Stock,263
1053,412,1,Main Warehouse,Low Stock,8
1054,413,1,Main Warehouse,In Stock,380
1055,413,2,East Coast Distribution Center,Out of Stock,0
1056,414,3,West Coast Distribution Center,In Stock,146
1057,414,1,Main Warehouse,Out of Stock,0
1058,414,2,East Coast Distribution Center,Low Stock,6
1059,415,1,Main Warehouse,In Stock,613
1060,415,3,West Coast Distribution Center,In Stock,439
1061,416,3,West Coast Distribution Center,Out of Stock,0
1062,416,2,East Coast Distribution Center,Low Stock,5
1063,416,1,Main Warehouse,In Stock,143
1064,417,2,East Coast Distribution Center,In Stock,847
1065,417,1,Main Warehouse,Out of Stock,0
1066,417,3,West Coast Distribution Center,In Stock,259
1067,418,1,Main Warehouse,Low Stock,9
1068,419,1,Main Warehouse,Low Stock,6
1069,419,2,East Coast Distribution Center,Low Stock,10
1070,419,3,West Coast Distribution Center,In Stock,365
1071,420,1,Main Warehouse,Out of Stock,0
1072,420,3,West Coast Distribution Center,In Stock,462
1073,420,2,East Coast Distribution Center,In Stock,361
1074,421,2,East Coast Distribution Center,Out of Stock,0
1075,421,1,Main Warehouse,Out of Stock,0
1076,422,2,East Coast Distribution Center,Low Stock,4
1077,422,1,Main Warehouse,Out of Stock,0
1078,422,3,West Coast Distribution Center,In Stock,674
1079,423,1,Main Warehouse,In Stock,645
1080,423,2,East Coast Distribution Center,Low Stock,1
1081,423,3,West Coast Distribution Center,Out of Stock,0
1082,424,3,West Coast Distribution Center,Low Stock,4
1083,424,2,East Coast Distribution Center,In Stock,261
1084,424,1,Main Warehouse,Low Stock,4
1085,425,3,West Coast Distribution Center,Low Stock,8
1086,425,1,Main Warehouse,Low Stock,7
1087,425,2,East Coast Distribution Center,Out of Stock,0
1088,426,1,Main Warehouse,Low Stock,1
1089,426,2,East Coast Distribution Center,In Stock,572
1090,427,1,Main Warehouse,Low Stock,6
1091,427,3,West Coast Distribution Center,Out of Stock,0
1092,428,2,East Coast Distribution Center,Out of Stock,0
1093,428,3,West Coast Distribution Center,Out of Stock,0
1094,429,2,East Coast Distribution Center,Out of Stock,0
1095,430,3,West Coast Distribution Center,Out of Stock,0
1096,430,2,East Coast Distribution Center,Low Stock,4
1097,430,1,Main Warehouse,Out of Stock,0
1098,431,3,West Coast Distribution Center,In Stock,987
1099,431,1,Main Warehouse,Out of Stock,0
1100,432,2,East Coast Distribution Center,Out of Stock,0
1101,432,3,West Coast Distribution Center,Low Stock,4
1102,433,2,East Coast Distribution Center,In Stock,154
1103,433,1,Main Warehouse,Low Stock,8
1104,434,2,East Coast Distribution Center,In Stock,910
1105,434,1,Main Warehouse,Low Stock,4
1106,434,3,West Coast Distribution Center,In Stock,985
1107,435,2,East Coast Distribution Center,In Stock,943
1108,435,3,West Coast Distribution Center,Out of Stock,0
1109,435,1,Main Warehouse,Low Stock,9
1110,436,2,East Coast Distribution Center,In Stock,78
1111,437,3,West Coast Distribution Center,Out of Stock,0
1112,437,2,East Coast Distribution Center,Low Stock,6
1113,438,1,Main Warehouse,Out of Stock,0
1114,438,3,West Coast Distribution Center,In Stock,349
1115,438,2,East Coast Distribution Center,Low Stock,6
1116,439,1,Main Warehouse,In Stock,311
1117,439,2,East Coast Distribution Center,In Stock,678
1118,439,3,West Coast Distribution Center,Low Stock,4
1119,440,2,East Coast Distribution Center,Low Stock,1
1120,440,3,West Coast Distribution Center,Low Stock,9
1121,441,1,Main Warehouse,In Stock,708
1122,441,2,East Coast Distribution Center,Out of Stock,0
1123,441,3,West Coast Distribution Center,Low Stock,2
1124,442,2,East Coast Distribution Center,Out of Stock,0
1125,442,3,West Coast Distribution Center,Low Stock,3
1126,442,1,Main Warehouse,Low Stock,6
1127,443,1,Main Warehouse,In Stock,686
1128,444,3,West Coast Distribution Center,Low Stock,10
1129,444,2,East Coast Distribution Center,Out of Stock,0
1130,445,3,West Coast Distribution Center,Out of Stock,0
1131,446,1,Main Warehouse,In Stock,607
1132,447,1,Main Warehouse,Out of Stock,0
1133,447,2,East Coast Distribution Center,Out of Stock,0
1134,448,1,Main Warehouse,Low Stock,1
1135,449,2,East Coast Distribution Center,Low Stock,4
1136,449,1,Main Warehouse,Low Stock,2
1137,449,3,West Coast Distribution Center,Out of Stock,0
1138,450,1,Main Warehouse,Low Stock,1
1139,450,2,East Coast Distribution Center,Low Stock,1
1140,451,1,Main Warehouse,In Stock,97
1141,451,3,West Coast Distribution Center,Out of Stock,0
1142,452,1,Main Warehouse,Out of Stock,0
1143,452,3,West Coast Distribution Center,Out of Stock,0
1144,452,2,East Coast Distribution Center,Out of Stock,0
1145,453,1,Main Warehouse,Out of Stock,0
1146,454,2,East Coast Distribution Center,Low Stock,7
1147,455,2,East Coast Distribution Center,Low Stock,1
1148,455,3,West Coast Distribution Center,In Stock,741
1149,456,2,East Coast Distribution Center,In Stock,633
1150,457,2,East Coast Distribution Center,Out of Stock,0
1151,457,3,West Coast Distribution Center,In Stock,748
1152,457,1,Main Warehouse,Low Stock,7
1153,458,3,West Coast Distribution Center,Low Stock,2
1154,458,2,East Coast Distribution Center,Low Stock,9
