sku,name,brand,price,visibility,status,type,parent_sku
G2IL-00011-014,Puma Men's 38 Velvet Fitted Bag,Puma,445.81,0,1,simple,G2IL-00011
G2IL-00011-015,Puma Men's 38 Velvet Beach Bag,Puma,224.35,0,1,simple,G2IL-00011
G2IL-00012,Kate Spade Unisex 52 Suede Linen style Bag,Kate Spade,,1,1,configurable,
G2IL-00012-001,Kate Spade Unisex 52 Suede Linen style Bag,Kate Spade,179.8,0,1,simple,G2IL-00012
G2IL-00012-002,Kate Spade Unisex 52 Suede School-inspired Bag,Kate Spade,243.48,0,1,simple,G2IL-00012
G2IL-00012-003,Kate Spade Unisex 52 Suede Kawaii Bag,Kate Spade,39.77,0,1,simple,G2IL-00012
G2IL-00012-004,Kate Spade Unisex 52 Suede Rock Bag,Kate Spade,266.43,0,1,simple,G2IL-00012
G2IL-00012-005,Kate Spade Unisex 52 Suede Pilates Bag,Kate Spade,82.23,0,1,simple,G2IL-00012
G2IL-00012-006,Kate Spade Unisex 25 Suede Linen style Bag,Kate Spade,143.46,0,1,simple,G2IL-00012
G2IL-00012-007,Kate Spade Unisex 25 Suede School-inspired Bag,Kate Spade,261.38,0,1,simple,G2IL-00012
G2IL-00012-008,Kate Spade Unisex 25 Suede Kawaii Bag,Kate Spade,461.78,0,1,simple,G2IL-00012
G2IL-00012-009,Kate Spade Unisex 25 Suede Rock Bag,Kate Spade,169.75,0,1,simple,G2IL-00012
G2IL-00012-010,Kate Spade Unisex 25 Suede Pilates Bag,Kate Spade,415.13,0,1,simple,G2IL-00012
G2IL-00012-011,Kate Spade Unisex 44 Suede Linen style Bag,Kate Spade,351.96,0,1,simple,G2IL-00012
G2IL-00012-012,Kate Spade Unisex 44 Suede School-inspired Bag,Kate Spade,251.16,0,1,simple,G2IL-00012
G2IL-00012-013,Kate Spade Unisex 44 Suede Kawaii Bag,Kate Spade,462.2,0,1,simple,G2IL-00012
G2IL-00012-014,Kate Spade Unisex 44 Suede Rock Bag,Kate Spade,450.79,0,1,simple,G2IL-00012
G2IL-00012-015,Kate Spade Unisex 44 Suede Pilates Bag,Kate Spade,100.84,0,1,simple,G2IL-00012
G2IL-00013,Valentino Unisex 38 Taffeta Cultural Inspired Bag,Valentino,,1,1,configurable,
G2IL-00013-001,Valentino Unisex 38 Taffeta Cultural Inspired Bag,Valentino,491.29,0,1,simple,G2IL-00013
G2IL-00013-002,Valentino Unisex 38 Taffeta Business Casual Bag,Valentino,420.92,0,1,simple,G2IL-00013
G2IL-00013-003,Valentino Unisex 38 Taffeta Timeless Bag,Valentino,65.59,0,1,simple,G2IL-00013
G2IL-00013-004,Valentino Unisex 38 Taffeta Summer Bag,Valentino,72.39,0,1,simple,G2IL-00013
G2IL-00013-005,Valentino Unisex 38 Taffeta Gala Bag,Valentino,293.5,0,1,simple,G2IL-00013
G2IL-00013-006,Valentino Unisex 46 Taffeta Cultural Inspired Bag,Valentino,319.74,0,1,simple,G2IL-00013
G2IL-00013-007,Valentino Unisex 46 Taffeta Business Casual Bag,Valentino,147.83,0,1,simple,G2IL-00013
G2IL-00013-008,Valentino Unisex 46 Taffeta Timeless Bag,Valentino,292.21,0,1,simple,G2IL-00013
G2IL-00013-009,Valentino Unisex 46 Taffeta Summer Bag,Valentino,404.04,0,1,simple,G2IL-00013
G2IL-00013-010,Valentino Unisex 46 Taffeta Gala Bag,Valentino,481.81,0,1,simple,G2IL-00013
G2IL-00013-011,Valentino Unisex 26 Taffeta Cultural Inspired Bag,Valentino,157.82,0,1,simple,G2IL-00013
G2IL-00013-012,Valentino Unisex 26 Taffeta Business Casual Bag,Valentino,64.61,0,1,simple,G2IL-00013
G2IL-00013-013,Valentino Unisex 26 Taffeta Timeless Bag,Valentino,429.4,0,1,simple,G2IL-00013
G2IL-00013-014,Valentino Unisex 26 Taffeta Summer Bag,Valentino,277.11,0,1,simple,G2IL-00013
G2IL-00013-015,Valentino Unisex 26 Taffeta Gala Bag,Valentino,335.31,0,1,simple,G2IL-00013
G2IL-00014,Dior Kid's 53 Cord Coat-focused Bag,Dior,,1,1,configurable,
G2IL-00014-001,Dior Kid's 53 Cord Coat-focused Bag,Dior,254.82,0,1,simple,G2IL-00014
G2IL-00014-002,Dior Kid's 53 Cord Casual Bag,Dior,277.4,0,1,simple,G2IL-00014
G2IL-00014-003,Dior Kid's 53 Cord Boho Bag,Dior,185.35,0,1,simple,G2IL-00014
G2IL-00014-004,Dior Kid's 53 Cord Wool Bag,Dior,62.54,0,1,simple,G2IL-00014
G2IL-00014-005,Dior Kid's 53 Cord Minimalist Bag,Dior,456.16,0,1,simple,G2IL-00014
G2IL-00014-006,Dior Kid's 31 Cord Coat-focused Bag,Dior,471.07,0,1,simple,G2IL-00014
G2IL-00014-007,Dior Kid's 31 Cord Casual Bag,Dior,442.43,0,1,simple,G2IL-00014
G2IL-00014-008,Dior Kid's 31 Cord Boho Bag,Dior,283.59,0,1,simple,G2IL-00014
G2IL-00014-009,Dior Kid's 31 Cord Wool Bag,Dior,17.53,0,1,simple,G2IL-00014
G2IL-00014-010,Dior Kid's 31 Cord Minimalist Bag,Dior,451.33,0,1,simple,G2IL-00014
G2IL-00014-011,Dior Kid's 60 Cord Coat-focused Bag,Dior,489.57,0,1,simple,G2IL-00014
G2IL-00014-012,Dior Kid's 60 Cord Casual Bag,Dior,267.11,0,1,simple,G2IL-00014
G2IL-00014-013,Dior Kid's 60 Cord Boho Bag,Dior,155.73,0,1,simple,G2IL-00014
G2IL-00014-014,Dior Kid's 60 Cord Wool Bag,Dior,355.86,0,1,simple,G2IL-00014
G2IL-00014-015,Dior Kid's 60 Cord Minimalist Bag,Dior,257.48,0,1,simple,G2IL-00014
G2IL-00015,Armani Kid's 46 Polyester Urban Bag,Armani,,1,1,configurable,
G2IL-00015-001,Armani Kid's 46 Polyester Urban Bag,Armani,433.74,0,1,simple,G2IL-00015
G2IL-00015-002,Armani Kid's 46 Polyester Waterproof Bag,Armani,419.67,0,1,simple,G2IL-00015
G2IL-00015-003,Armani Kid's 46 Polyester Ethnic Bag,Armani,132.42,0,1,simple,G2IL-00015
G2IL-00015-004,Armani Kid's 46 Polyester Kawaii Bag,Armani,93.57,0,1,simple,G2IL-00015
G2IL-00015-005,Armani Kid's 46 Polyester Professional Bag,Armani,485.15,0,1,simple,G2IL-00015
G2IL-00015-006,Armani Kid's 48 Polyester Urban Bag,Armani,100.02,0,1,simple,G2IL-00015
G2IL-00015-007,Armani Kid's 48 Polyester Waterproof Bag,Armani,310.56,0,1,simple,G2IL-00015
G2IL-00015-008,Armani Kid's 48 Polyester Ethnic Bag,Armani,130.85,0,1,simple,G2IL-00015
G2IL-00015-009,Armani Kid's 48 Polyester Kawaii Bag,Armani,13.21,0,1,simple,G2IL-00015
G2IL-00015-010,Armani Kid's 48 Polyester Professional Bag,Armani,57.21,0,1,simple,G2IL-00015
G2IL-00015-011,Armani Kid's 38 Polyester Urban Bag,Armani,38.03,0,1,simple,G2IL-00015
G2IL-00015-012,Armani Kid's 38 Polyester Waterproof Bag,Armani,396.36,0,1,simple,G2IL-00015
G2IL-00015-013,Armani Kid's 38 Polyester Ethnic Bag,Armani,310.55,0,1,simple,G2IL-00015
G2IL-00015-014,Armani Kid's 38 Polyester Kawaii Bag,Armani,360.78,0,1,simple,G2IL-00015
G2IL-00015-015,Armani Kid's 38 Polyester Professional Bag,Armani,46.05,0,1,simple,G2IL-00015
G2IL-00016,Armani Men's 59 Cord Heritage Bag,Armani,,1,1,configurable,
G2IL-00016-001,Armani Men's 59 Cord Heritage Bag,Armani,388.66,0,1,simple,G2IL-00016
G2IL-00016-002,Armani Men's 59 Cord Teen Bag,Armani,93.43,0,1,simple,G2IL-00016
G2IL-00016-003,Armani Men's 59 Cord Swimwear Bag,Armani,475.96,0,1,simple,G2IL-00016
G2IL-00016-004,Armani Men's 59 Cord Folk Bag,Armani,10.65,0,1,simple,G2IL-00016
G2IL-00016-005,Armani Men's 59 Cord Festival Bag,Armani,332.92,0,1,simple,G2IL-00016
G2IL-00016-006,Armani Men's 25 Cord Heritage Bag,Armani,304.88,0,1,simple,G2IL-00016
G2IL-00016-007,Armani Men's 25 Cord Teen Bag,Armani,304.03,0,1,simple,G2IL-00016
G2IL-00016-008,Armani Men's 25 Cord Swimwear Bag,Armani,198.72,0,1,simple,G2IL-00016
G2IL-00016-009,Armani Men's 25 Cord Folk Bag,Armani,490.17,0,1,simple,G2IL-00016
G2IL-00016-010,Armani Men's 25 Cord Festival Bag,Armani,70.39,0,1,simple,G2IL-00016
G2IL-00016-011,Armani Men's 37 Cord Heritage Bag,Armani,434.94,0,1,simple,G2IL-00016
G2IL-00016-012,Armani Men's 37 Cord Teen Bag,Armani,116.85,0,1,simple,G2IL-00016
G2IL-00016-013,Armani Men's 37 Cord Swimwear Bag,Armani,64.5,0,1,simple,G2IL-00016
G2IL-00016-014,Armani Men's 37 Cord Folk Bag,Armani,127.2,0,1,simple,G2IL-00016
G2IL-00016-015,Armani Men's 37 Cord Festival Bag,Armani,26.22,0,1,simple,G2IL-00016
G2IL-00017,Tommy Hilfiger  42 Cotton Casual Bag,Tommy Hilfiger,,1,1,configurable,
G2IL-00017-001,Tommy Hilfiger  42 Cotton Casual Bag,Tommy Hilfiger,483.79,0,1,simple,G2IL-00017
G2IL-00017-002,Tommy Hilfiger  42 Cotton Skater Bag,Tommy Hilfiger,212.67,0,1,simple,G2IL-00017
G2IL-00017-003,Tommy Hilfiger  42 Cotton Loungewear Bag,Tommy Hilfiger,110.57,0,1,simple,G2IL-00017
G2IL-00017-004,Tommy Hilfiger  42 Cotton Cultural Inspired Bag,Tommy Hilfiger,301.34,0,1,simple,G2IL-00017
G2IL-00017-005,Tommy Hilfiger  42 Cotton Cotton style Bag,Tommy Hilfiger,243.84,0,1,simple,G2IL-00017
G2IL-00017-006,Tommy Hilfiger  52 Cotton Casual Bag,Tommy Hilfiger,453.44,0,1,simple,G2IL-00017
G2IL-00017-007,Tommy Hilfiger  52 Cotton Skater Bag,Tommy Hilfiger,139.52,0,1,simple,G2IL-00017
G2IL-00017-008,Tommy Hilfiger  52 Cotton Loungewear Bag,Tommy Hilfiger,391.13,0,1,simple,G2IL-00017
G2IL-00017-009,Tommy Hilfiger  52 Cotton Cultural Inspired Bag,Tommy Hilfiger,371.24,0,1,simple,G2IL-00017
G2IL-00017-010,Tommy Hilfiger  52 Cotton Cotton style Bag,Tommy Hilfiger,110.84,0,1,simple,G2IL-00017
G2IL-00017-011,Tommy Hilfiger  56 Cotton Casual Bag,Tommy Hilfiger,170.81,0,1,simple,G2IL-00017
G2IL-00017-012,Tommy Hilfiger  56 Cotton Skater Bag,Tommy Hilfiger,124.77,0,1,simple,G2IL-00017
G2IL-00017-013,Tommy Hilfiger  56 Cotton Loungewear Bag,Tommy Hilfiger,407.24,0,1,simple,G2IL-00017
G2IL-00017-014,Tommy Hilfiger  56 Cotton Cultural Inspired Bag,Tommy Hilfiger,481.46,0,1,simple,G2IL-00017
G2IL-00017-015,Tommy Hilfiger  56 Cotton Cotton style Bag,Tommy Hilfiger,281.25,0,1,simple,G2IL-00017
G2IL-00018,Balenciaga Unisex 48 Houndstooth Luxury Casual Bag,Balenciaga,,1,1,configurable,
G2IL-00018-001,Balenciaga Unisex 48 Houndstooth Luxury Casual Bag,Balenciaga,147.21,0,1,simple,G2IL-00018
G2IL-00018-002,Balenciaga Unisex 48 Houndstooth Kawaii Bag,Balenciaga,446.11,0,1,simple,G2IL-00018
G2IL-00018-003,Balenciaga Unisex 48 Houndstooth Modern Bag,Balenciaga,131.15,0,1,simple,G2IL-00018
G2IL-00018-004,Balenciaga Unisex 48 Houndstooth Puffer Bag,Balenciaga,122.85,0,1,simple,G2IL-00018
G2IL-00018-005,Balenciaga Unisex 48 Houndstooth Professional Bag,Balenciaga,176.23,0,1,simple,G2IL-00018
G2IL-00018-006,Balenciaga Unisex 53 Houndstooth Luxury Casual Bag,Balenciaga,370.35,0,1,simple,G2IL-00018
G2IL-00018-007,Balenciaga Unisex 53 Houndstooth Kawaii Bag,Balenciaga,355.87,0,1,simple,G2IL-00018
G2IL-00018-008,Balenciaga Unisex 53 Houndstooth Modern Bag,Balenciaga,350.1,0,1,simple,G2IL-00018
G2IL-00018-009,Balenciaga Unisex 53 Houndstooth Puffer Bag,Balenciaga,154.02,0,1,simple,G2IL-00018
G2IL-00018-010,Balenciaga Unisex 53 Houndstooth Professional Bag,Balenciaga,25.15,0,1,simple,G2IL-00018
G2IL-00018-011,Balenciaga Unisex 52 Houndstooth Luxury Casual Bag,Balenciaga,165.11,0,1,simple,G2IL-00018
G2IL-00018-012,Balenciaga Unisex 52 Houndstooth Kawaii Bag,Balenciaga,355.92,0,1,simple,G2IL-00018
G2IL-00018-013,Balenciaga Unisex 52 Houndstooth Modern Bag,Balenciaga,322.62,0,1,simple,G2IL-00018
G2IL-00018-014,Balenciaga Unisex 52 Houndstooth Puffer Bag,Balenciaga,213.37,0,1,simple,G2IL-00018
G2IL-00018-015,Balenciaga Unisex 52 Houndstooth Professional Bag,Balenciaga,283.99,0,1,simple,G2IL-00018
G2IL-00019,Off-White Women's 29 Lycra Layering Style Bag,Off-White,,1,1,configurable,
G2IL-00019-001,Off-White Women's 29 Lycra Layering Style Bag,Off-White,325.04,0,1,simple,G2IL-00019
G2IL-00019-002,Off-White Women's 29 Lycra Preppy Bag,Off-White,220.42,0,1,simple,G2IL-00019
G2IL-00019-003,Off-White Women's 29 Lycra Fitness Bag,Off-White,216.31,0,1,simple,G2IL-00019
G2IL-00019-004,Off-White Women's 29 Lycra Linen style Bag,Off-White,437.09,0,1,simple,G2IL-00019
G2IL-00019-005,Off-White Women's 29 Lycra Ethnic Bag,Off-White,43.7,0,1,simple,G2IL-00019
G2IL-00019-006,Off-White Women's 30 Lycra Layering Style Bag,Off-White,55.59,0,1,simple,G2IL-00019
G2IL-00019-007,Off-White Women's 30 Lycra Preppy Bag,Off-White,56.82,0,1,simple,G2IL-00019
G2IL-00019-008,Off-White Women's 30 Lycra Fitness Bag,Off-White,103.61,0,1,simple,G2IL-00019
G2IL-00019-009,Off-White Women's 30 Lycra Linen style Bag,Off-White,427.64,0,1,simple,G2IL-00019
G2IL-00019-010,Off-White Women's 30 Lycra Ethnic Bag,Off-White,116.48,0,1,simple,G2IL-00019
G2IL-00019-011,Off-White Women's 43 Lycra Layering Style Bag,Off-White,194.48,0,1,simple,G2IL-00019
G2IL-00019-012,Off-White Women's 43 Lycra Preppy Bag,Off-White,318.64,0,1,simple,G2IL-00019
G2IL-00019-013,Off-White Women's 43 Lycra Fitness Bag,Off-White,162.15,0,1,simple,G2IL-00019
G2IL-00019-014,Off-White Women's 43 Lycra Linen style Bag,Off-White,471.89,0,1,simple,G2IL-00019
G2IL-00019-015,Off-White Women's 43 Lycra Ethnic Bag,Off-White,262.61,0,1,simple,G2IL-00019
G2IL-00020,Michael Kors Kid's 43 Mesh Cultural Inspired Bag,Michael Kors,,1,1,configurable,
G2IL-00020-001,Michael Kors Kid's 43 Mesh Cultural Inspired Bag,Michael Kors,222.45,0,1,simple,G2IL-00020
G2IL-00020-002,Michael Kors Kid's 43 Mesh Swimwear Bag,Michael Kors,459.74,0,1,simple,G2IL-00020
G2IL-00020-003,Michael Kors Kid's 43 Mesh Layered Bag,Michael Kors,112.7,0,1,simple,G2IL-00020
G2IL-00020-004,Michael Kors Kid's 43 Mesh Cute Bag,Michael Kors,70.56,0,1,simple,G2IL-00020
G2IL-00020-005,Michael Kors Kid's 43 Mesh Fitted Bag,Michael Kors,366.39,0,1,simple,G2IL-00020
G2IL-00020-006,Michael Kors Kid's 28 Mesh Cultural Inspired Bag,Michael Kors,460.06,0,1,simple,G2IL-00020
G2IL-00020-007,Michael Kors Kid's 28 Mesh Swimwear Bag,Michael Kors,33.09,0,1,simple,G2IL-00020
G2IL-00020-008,Michael Kors Kid's 28 Mesh Layered Bag,Michael Kors,124.94,0,1,simple,G2IL-00020
G2IL-00020-009,Michael Kors Kid's 28 Mesh Cute Bag,Michael Kors,453.89,0,1,simple,G2IL-00020
G2IL-00020-010,Michael Kors Kid's 28 Mesh Fitted Bag,Michael Kors,360.11,0,1,simple,G2IL-00020
G2IL-00020-011,Michael Kors Kid's 33 Mesh Cultural Inspired Bag,Michael Kors,265.82,0,1,simple,G2IL-00020
G2IL-00020-012,Michael Kors Kid's 33 Mesh Swimwear Bag,Michael Kors,306.53,0,1,simple,G2IL-00020
G2IL-00020-013,Michael Kors Kid's 33 Mesh Layered Bag,Michael Kors,420.93,0,1,simple,G2IL-00020
G2IL-00020-014,Michael Kors Kid's 33 Mesh Cute Bag,Michael Kors,65.92,0,1,simple,G2IL-00020
G2IL-00020-015,Michael Kors Kid's 33 Mesh Fitted Bag,Michael Kors,230.47,0,1,simple,G2IL-00020
G2IL-00021,Zara Unisex 30 Alpaca Wool Bag,Zara,,1,1,configurable,
G2IL-00021-001,Zara Unisex 30 Alpaca Wool Bag,Zara,392.47,0,1,simple,G2IL-00021
G2IL-00021-002,Zara Unisex 30 Alpaca Tailored Bag,Zara,311.2,0,1,simple,G2IL-00021
G2IL-00021-003,Zara Unisex 30 Alpaca Statement Outerwear Bag,Zara,393.04,0,1,simple,G2IL-00021
G2IL-00021-004,Zara Unisex 30 Alpaca Modern Bag,Zara,468.12,0,1,simple,G2IL-00021
G2IL-00021-005,Zara Unisex 30 Alpaca Kawaii Bag,Zara,346.82,0,1,simple,G2IL-00021
G2IL-00021-006,Zara Unisex 35 Alpaca Wool Bag,Zara,378.01,0,1,simple,G2IL-00021
G2IL-00021-007,Zara Unisex 35 Alpaca Tailored Bag,Zara,443.08,0,1,simple,G2IL-00021
G2IL-00021-008,Zara Unisex 35 Alpaca Statement Outerwear Bag,Zara,165.81,0,1,simple,G2IL-00021
G2IL-00021-009,Zara Unisex 35 Alpaca Modern Bag,Zara,16.46,0,1,simple,G2IL-00021
G2IL-00021-010,Zara Unisex 35 Alpaca Kawaii Bag,Zara,376.02,0,1,simple,G2IL-00021
G2IL-00021-011,Zara Unisex 32 Alpaca Wool Bag,Zara,111.48,0,1,simple,G2IL-00021
G2IL-00021-012,Zara Unisex 32 Alpaca Tailored Bag,Zara,86.08,0,1,simple,G2IL-00021
G2IL-00021-013,Zara Unisex 32 Alpaca Statement Outerwear Bag,Zara,163.45,0,1,simple,G2IL-00021
G2IL-00021-014,Zara Unisex 32 Alpaca Modern Bag,Zara,130.55,0,1,simple,G2IL-00021
G2IL-00021-015,Zara Unisex 32 Alpaca Kawaii Bag,Zara,166.82,0,1,simple,G2IL-00021
G2IL-00022,Céline Men's 44 Canvas Cotton Coat-focused Bag,Céline,,1,1,configurable,
G2IL-00022-001,Céline Men's 44 Canvas Cotton Coat-focused Bag,Céline,492.98,0,1,simple,G2IL-00022
G2IL-00022-002,Céline Men's 44 Canvas Cotton Slim-fit Bag,Céline,281.72,0,1,simple,G2IL-00022
G2IL-00022-003,Céline Men's 44 Canvas Cotton Down style Bag,Céline,163.11,0,1,simple,G2IL-00022
G2IL-00022-004,Céline Men's 44 Canvas Cotton Winter Bag,Céline,82.49,0,1,simple,G2IL-00022
G2IL-00022-005,Céline Men's 44 Canvas Cotton Fitted Bag,Céline,439.05,0,1,simple,G2IL-00022
G2IL-00022-006,Céline Men's 34 Canvas Cotton Coat-focused Bag,Céline,416.28,0,1,simple,G2IL-00022
G2IL-00022-007,Céline Men's 34 Canvas Cotton Slim-fit Bag,Céline,223.63,0,1,simple,G2IL-00022
G2IL-00022-008,Céline Men's 34 Canvas Cotton Down style Bag,Céline,248.17,0,1,simple,G2IL-00022
G2IL-00022-009,Céline Men's 34 Canvas Cotton Winter Bag,Céline,13.02,0,1,simple,G2IL-00022
G2IL-00022-010,Céline Men's 34 Canvas Cotton Fitted Bag,Céline,302.7,0,1,simple,G2IL-00022
G2IL-00022-011,Céline Men's 31 Canvas Cotton Coat-focused Bag,Céline,164.26,0,1,simple,G2IL-00022
G2IL-00022-012,Céline Men's 31 Canvas Cotton Slim-fit Bag,Céline,217.07,0,1,simple,G2IL-00022
G2IL-00022-013,Céline Men's 31 Canvas Cotton Down style Bag,Céline,298.55,0,1,simple,G2IL-00022
G2IL-00022-014,Céline Men's 31 Canvas Cotton Winter Bag,Céline,319.79,0,1,simple,G2IL-00022
G2IL-00022-015,Céline Men's 31 Canvas Cotton Fitted Bag,Céline,454.79,0,1,simple,G2IL-00022
G2IL-00023,Hugo Boss  31 Denim Raw / Selvedge Fitted Bag,Hugo Boss,,1,1,configurable,
G2IL-00023-001,Hugo Boss  31 Denim Raw / Selvedge Fitted Bag,Hugo Boss,131.47,0,1,simple,G2IL-00023
G2IL-00023-002,Hugo Boss  31 Denim Raw / Selvedge Loungewear Bag,Hugo Boss,104.35,0,1,simple,G2IL-00023
G2IL-00023-003,Hugo Boss  31 Denim Raw / Selvedge Gala Bag,Hugo Boss,401.84,0,1,simple,G2IL-00023
G2IL-00023-004,Hugo Boss  31 Denim Raw / Selvedge Minimalist Bag,Hugo Boss,394.83,0,1,simple,G2IL-00023
G2IL-00023-005,Hugo Boss  31 Denim Raw / Selvedge Skater Bag,Hugo Boss,127.84,0,1,simple,G2IL-00023
G2IL-00023-006,Hugo Boss  46 Denim Raw / Selvedge Fitted Bag,Hugo Boss,277.53,0,1,simple,G2IL-00023
G2IL-00023-007,Hugo Boss  46 Denim Raw / Selvedge Loungewear Bag,Hugo Boss,484.13,0,1,simple,G2IL-00023
G2IL-00023-008,Hugo Boss  46 Denim Raw / Selvedge Gala Bag,Hugo Boss,255.9,0,1,simple,G2IL-00023
G2IL-00023-009,Hugo Boss  46 Denim Raw / Selvedge Minimalist Bag,Hugo Boss,160.99,0,1,simple,G2IL-00023
G2IL-00023-010,Hugo Boss  46 Denim Raw / Selvedge Skater Bag,Hugo Boss,404.77,0,1,simple,G2IL-00023
G2IL-00023-011,Hugo Boss  32 Denim Raw / Selvedge Fitted Bag,Hugo Boss,284.56,0,1,simple,G2IL-00023
G2IL-00023-012,Hugo Boss  32 Denim Raw / Selvedge Loungewear Bag,Hugo Boss,121.4,0,1,simple,G2IL-00023
G2IL-00023-013,Hugo Boss  32 Denim Raw / Selvedge Gala Bag,Hugo Boss,400.61,0,1,simple,G2IL-00023
G2IL-00023-014,Hugo Boss  32 Denim Raw / Selvedge Minimalist Bag,Hugo Boss,493.13,0,1,simple,G2IL-00023
G2IL-00023-015,Hugo Boss  32 Denim Raw / Selvedge Skater Bag,Hugo Boss,303.32,0,1,simple,G2IL-00023
G2IL-00024,Bottega Veneta Men's 51 Polyfill / Polyester Filling Heritage Bag,Bottega Veneta,,1,1,configurable,
G2IL-00024-001,Bottega Veneta Men's 51 Polyfill / Polyester Filling Heritage Bag,Bottega Veneta,343.0,0,1,simple,G2IL-00024
G2IL-00024-002,Bottega Veneta Men's 51 Polyfill / Polyester Filling Waterproof Bag,Bottega Veneta,43.21,0,1,simple,G2IL-00024
G2IL-00024-003,Bottega Veneta Men's 51 Polyfill / Polyester Filling Punk Bag,Bottega Veneta,312.3,0,1,simple,G2IL-00024
G2IL-00024-004,Bottega Veneta Men's 51 Polyfill / Polyester Filling Rainwear Bag,Bottega Veneta,161.35,0,1,simple,G2IL-00024
G2IL-00024-005,Bottega Veneta Men's 51 Polyfill / Polyester Filling Casual Chic Bag,Bottega Veneta,295.1,0,1,simple,G2IL-00024
G2IL-00024-006,Bottega Veneta Men's 44 Polyfill / Polyester Filling Heritage Bag,Bottega Veneta,176.36,0,1,simple,G2IL-00024
G2IL-00024-007,Bottega Veneta Men's 44 Polyfill / Polyester Filling Waterproof Bag,Bottega Veneta,84.7,0,1,simple,G2IL-00024
G2IL-00024-008,Bottega Veneta Men's 44 Polyfill / Polyester Filling Punk Bag,Bottega Veneta,91.19,0,1,simple,G2IL-00024
G2IL-00024-009,Bottega Veneta Men's 44 Polyfill / Polyester Filling Rainwear Bag,Bottega Veneta,74.22,0,1,simple,G2IL-00024
G2IL-00024-010,Bottega Veneta Men's 44 Polyfill / Polyester Filling Casual Chic Bag,Bottega Veneta,405.33,0,1,simple,G2IL-00024
G2IL-00024-011,Bottega Veneta Men's 54 Polyfill / Polyester Filling Heritage Bag,Bottega Veneta,212.68,0,1,simple,G2IL-00024
G2IL-00024-012,Bottega Veneta Men's 54 Polyfill / Polyester Filling Waterproof Bag,Bottega Veneta,374.83,0,1,simple,G2IL-00024
G2IL-00024-013,Bottega Veneta Men's 54 Polyfill / Polyester Filling Punk Bag,Bottega Veneta,464.75,0,1,simple,G2IL-00024
G2IL-00024-014,Bottega Veneta Men's 54 Polyfill / Polyester Filling Rainwear Bag,Bottega Veneta,202.91,0,1,simple,G2IL-00024
G2IL-00024-015,Bottega Veneta Men's 54 Polyfill / Polyester Filling Casual Chic Bag,Bottega Veneta,49.07,0,1,simple,G2IL-00024
G2IL-00025,Prada Unisex 30 Taffeta Casual Bag,Prada,,1,1,configurable,
G2IL-00025-001,Prada Unisex 30 Taffeta Casual Bag,Prada,361.67,0,1,simple,G2IL-00025
G2IL-00025-002,Prada Unisex 30 Taffeta Designer Casual Bag,Prada,439.02,0,1,simple,G2IL-00025
G2IL-00025-003,Prada Unisex 30 Taffeta Workwear Bag,Prada,297.28,0,1,simple,G2IL-00025
G2IL-00025-004,Prada Unisex 30 Taffeta Wool Bag,Prada,479.15,0,1,simple,G2IL-00025
G2IL-00025-005,Prada Unisex 30 Taffeta Yoga Bag,Prada,292.15,0,1,simple,G2IL-00025
G2IL-00025-006,Prada Unisex 53 Taffeta Casual Bag,Prada,333.16,0,1,simple,G2IL-00025
G2IL-00025-007,Prada Unisex 53 Taffeta Designer Casual Bag,Prada,173.39,0,1,simple,G2IL-00025
G2IL-00025-008,Prada Unisex 53 Taffeta Workwear Bag,Prada,259.96,0,1,simple,G2IL-00025
G2IL-00025-009,Prada Unisex 53 Taffeta Wool Bag,Prada,381.4,0,1,simple,G2IL-00025
G2IL-00025-010,Prada Unisex 53 Taffeta Yoga Bag,Prada,349.64,0,1,simple,G2IL-00025
G2IL-00025-011,Prada Unisex 55 Taffeta Casual Bag,Prada,207.72,0,1,simple,G2IL-00025
G2IL-00025-012,Prada Unisex 55 Taffeta Designer Casual Bag,Prada,198.55,0,1,simple,G2IL-00025
G2IL-00025-013,Prada Unisex 55 Taffeta Workwear Bag,Prada,406.87,0,1,simple,G2IL-00025
G2IL-00025-014,Prada Unisex 55 Taffeta Wool Bag,Prada,436.81,0,1,simple,G2IL-00025
G2IL-00025-015,Prada Unisex 55 Taffeta Yoga Bag,Prada,317.0,0,1,simple,G2IL-00025
G2IL-00026,Rolex Kid's 43 Satin Cute Bag,Rolex,,1,1,configurable,
G2IL-00026-001,Rolex Kid's 43 Satin Cute Bag,Rolex,90.04,0,1,simple,G2IL-00026
G2IL-00026-002,Rolex Kid's 43 Satin Casual Chic Bag,Rolex,169.4,0,1,simple,G2IL-00026
G2IL-00026-003,Rolex Kid's 43 Satin Luxury Bag,Rolex,150.81,0,1,simple,G2IL-00026
G2IL-00026-004,Rolex Kid's 43 Satin Corporate Bag,Rolex,490.14,0,1,simple,G2IL-00026
G2IL-00026-005,Rolex Kid's 43 Satin Minimalist Bag,Rolex,206.62,0,1,simple,G2IL-00026
G2IL-00026-006,Rolex Kid's 35 Satin Cute Bag,Rolex,117.55,0,1,simple,G2IL-00026
G2IL-00026-007,Rolex Kid's 35 Satin Casual Chic Bag,Rolex,285.42,0,1,simple,G2IL-00026
G2IL-00026-008,Rolex Kid's 35 Satin Luxury Bag,Rolex,78.67,0,1,simple,G2IL-00026
G2IL-00026-009,Rolex Kid's 35 Satin Corporate Bag,Rolex,191.77,0,1,simple,G2IL-00026
